code,question,options
trab_gob_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo: Otra opción",
trab_emple_gob," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental",A1 = ¿DE QUÉ TIPO?
trab_emple_gob_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental: Otra opción",
trab_maquinaria," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil",A1 = ¿DE QUÉ TIPO?
trab_maq_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil: Otra opción",
trab_tecnico," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Personal técnico",A1 = ¿DE QUÉ TIPO?
trab_tec_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Personal técnico: Otra opción",
trab_educativo," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Área educativa",A2 = Investigador-profesor en universidad/preparatoria|A3 = Educación básica|A4 = Técnico en educación (educador o guardería)
trab_educ_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Área educativa: Otra opción",
trab_independiente," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente",A2 = Abogado|A3 = Psicólogo|A4 = Contador|A5 = Dentista|A6 = Médico independiente|A7 = Terapeuta
trab_ind_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente: Otra opción",
trab_seguridad," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Seguridad",A2 = Guardaespaldas|A3 = Patrullero|A4 = Vigilante|A5 = Empleado de seguridad en bancos|A6 = Empleado de seguridad privada|A7 = Policía de tránsito
trab_seg_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Seguridad: Otra opción",
trab_salud," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Área de la salud",A2 = Médico|A3 = Enfermera|A4 = Camillero|A5 = Paramédico
trab_sal_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Área de la salud: Otra opción",
trab_construc," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Construcción",A2 = Arquitecto|A3 = Ingeniero civil/albañil o trabajador general
trab_const_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Construcción: Otra opción",
trab_fabrica," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Fabrica",A2 = Empleado
trab_fab_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Fabrica: Otra opción",
trab_agricultura," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Agricultura",A2 = Agricultor|A3 = Granjero|A4 = Siembra
trab_agric_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Agricultura: Otra opción",
trabajo_otro," Abuela Materna  - Tu abuela materna, ¿a qué se dedica/dedicaba principalmente? Otro",
edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿edad?",
sobrepeso," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿padece sobrepeso/ obesidad?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
sobrepeso_020," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿padecía sobrepeso/ obesidad entre los 0-20 años?",Y = Sí|N = No
sobrepeso_2140," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿padecía sobrepeso/ obesidad entre los 21-40 años?",Y = Sí|N = No
sobrepeso_4160," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿padecía sobrepeso/ obesidad entre los 41-60 años?",Y = Sí|N = No
sobrepeso_m60," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿padecía sobrepeso/ obesidad desde sus 60 años en adelante?",Y = Sí|N = No
sobrepeso_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿padecía sobrepeso/ obesidad? Otro rango de edad",
tratamiento," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
tx_020," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 0-20 años?",Y = Sí|N = No
tx_2140," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 21-40 años?",Y = Sí|N = No
tx_4160," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 41-60 años?",Y = Sí|N = No
tx_m60," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad desde sus 60 años en adelante?",Y = Sí|N = No
tx_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad? Otro rango de edad",
ejercicios," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿hace ejercicio habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
ejercicios_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿hacía ejercicio? Otro rango de edad",
ejercicios_020," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿hacía ejercicio entre los 0-20 años?",Y = Sí|N = No
ejercicios_2140," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿hacía ejercicio entre los 21-40 años?",Y = Sí|N = No
ejercicios_4160," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿hacía ejercicio entre los 41-60 años?",Y = Sí|N = No
ejercicios_m60," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿hacía ejercicio desde sus 60 años en adelante?",Y = Sí|N = No
fumar," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿fuma/fumaba habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
fumar_020," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿fumaba habitualmente entre los 0-20 años?",Y = Sí|N = No
fumar_2140," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿fumaba habitualmente entre los 21-40 años?",Y = Sí|N = No
fumar_4160," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿fumaba habitualmente entre los 41-60 años?",Y = Sí|N = No
fumar_m60," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿fumaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
fumar_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿fuma/fumaba habitualmente? Otro rango de edad",
tomar," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿toma/tomaba habitualmente?",A01 = Sí|A02 = No|A03 = No sé|A04 = No aplica
tomar_020," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿tomaba habitualmente entre los 0-20 años?",Y = Sí|N = No
tomar_2140," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿tomaba habitualmente entre los 21-40 años?",Y = Sí|N = No
tomar_4160," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿tomaba habitualmente entre los 41-60 años?",Y = Sí|N = No
tomar_m60," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿tomaba habitualmente desde sus 60 años en adelante?",Y = Sí|N = No
tomar_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿tomaba habitualmente? Otro rango de edad",
comer," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿come saludablemente habitualmente?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
comer_020," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿comió saludable entre los 0-20 años?",Y = Sí|N = No
comer_2140," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿comió saludable entre los 21-40 años?",Y = Sí|N = No
comer_4160," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿comió saludable entre los 41-60 años?",Y = Sí|N = No
comer_m60," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿comió saludable desde sus 60 años en adelante?",Y = Sí|N = No
comer_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿comió saludable en su vida? Otro rango de edad",
estudios," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente?",A2 = Nunca|A3 = Cada año|A4 = Cada 5 años|A9 = Cada 10 años|A6 = Únicamente cuando se sentía mal|A7 = No sé
estudio_b," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Estudios de bioquímica sanguínea",Y = Sí|N = No
estudio_h," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Biometría hemática",Y = Sí|N = No
estudio_e," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Electrocardiograma",Y = Sí|N = No
estudio_m," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Papanicolau y mastografía",Y = Sí|N = No
estudio_p," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Papanicolau y mastografía",Y = Sí|N = No
estudio_g," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Revisiones generales",Y = Sí|N = No
estudio_n," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? No sé",Y = Sí|N = No
estudio_o," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿se realizaba estudios de salud habitualmente? ¿qué estudios? Otra opción",
vacuna," Abuela Materna  -  Viva/o Tu abuela materna viva, en campaña de vacunación contra Influenza ¿se vacunaba?",A2 = No|A3 = No sé
dx_sobrepeso," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Sobrepeso u obesidad",Y = Sí|N = No
dx_sobre_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Sobrepeso u obesidad",
dx_diabetes," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Diabetes",Y = Sí|N = No
dx_diab_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Diabetes",
dx_respiratorio," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Algún problema respiratorio",Y = Sí|N = No
dx_resp_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Algún problema respiratorio ",
dx_adiccion," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Otra adicción",Y = Sí|N = No
dx_adiccion_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Otra adicción",
dx_toc," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno obsesivo compulsivo",Y = Sí|N = No
dx_toc_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Trastorno obsesivo compulsivo",
dx_depresion," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Depresión",Y = Sí|N = No
dx_depre_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Depresión",
dx_ansiedad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Ansiedad",Y = Sí|N = No
dx_ansi_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Ansiedad",
dx_atracon," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno de atracón",Y = Sí|N = No
dx_atra_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Trastorno de atracón",
dx_alimentacion," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Trastorno de la alimentación (bulimia, anorexia)",Y = Sí|N = No
dx_alim_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Trastorno de la alimentación (bulimia, anorexia)",
dx_covid19," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? COVID19",Y = Sí|N = No
dx_covid_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? COVID19",
dx_tabaquismo," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Tabaquismo",Y = Sí|N = No
dx_taba_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Tabaquismo",
dx_alcoholismo," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Alcoholismo",Y = Sí|N = No
dx_alco_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Alcoholismo",
dx_prediabetes," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Prediabetes",Y = Sí|N = No
dx_pred_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Prediabetes",
dx_sindmetabol," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Síndrome metabólico",Y = Sí|N = No
dx_sinmet_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Síndrome metabólico",
dx_cancer," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Cáncer",Y = Sí|N = No
dx_canc_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Cáncer",
dx_trigliceridos," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Triglicéridos altos",Y = Sí|N = No
dx_trig_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Triglicéridos altos",
dx_colesterol," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Colesterol alto",Y = Sí|N = No
dx_col_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Colesterol alto",
dx_hipertension," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Hipertensión",Y = Sí|N = No
dx_hiper_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Hipertensión",
dx_cardiovascular," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud?  Algún problema cardiovascular",Y = Sí|N = No
dx_cardio_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Algún problema cardiovascular",
dx_otro," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? Otro",Y = Sí|N = No
dx_otro_edad," Abuela Materna  -  Viva/o Tu abuela materna viva, ¿desarrolló o se le ha  diagnosticado alguna de las siguientes enfermedades por un profesional de la salud? ¿A qué edad? Otro",
vive," Abuelo Materno  - Tu abuelo materno, ¿está vivo?",Y = Sí|N = No
escolaridad," Abuelo Materno  - Tu abuelo materno, ¿cuál es/era la escolaridad máxima?",A1 = Ninguno|A2 = Primaria|A3 = Secundaria|A4 = Preparatoria|A5 = Licenciatura|A6 = Maestría|A7 = Doctorado
escolaridad_otra," Abuelo Materno  - Tu abuelo materno, ¿cuál es/era la escolaridad máxima? Otra opción",
trabajo," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? ",2 = Actividades deportivas|3 = Artista|4 = Chofer|5 = Comerciante sector formal|6 = Comerciante sector informal|7 = Empresario|8 = Comercio Virtual|9 = Atención a clientes|10 = Administrativo|11 = Gubernamental administrativo|12 = Empleado gubernamental|13 = Operador de maquinaria móvil|14 = Personal técnico|15 = Área educativa|16 = Profesionista independiente|17 = Seguridad|18 = Área de la salud|19 = Construcción|20 = Fabrica|21 = Agricultura|22 = No trabaja/ trabajaba
trab_deporte," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Actividades deportivas",A2 = Entrenador de gimnasio|A3 = Profesor de clases deportivas
trab_dep_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Actividades deportivas: Otra opción",
trab_artes," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Artista",A2 = Fotógrafo|A3 = Pintor|A4 = Músico|A5 = Cantante
trab_chofer," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Chofer",A2 = Taxista|A3 = Uber|A4 = Microbús|A5 = Camiones
trab_chofer_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Chofer: Otra opción",
trab_comercioi," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Comerciante sector formal",A2 = Vendedor de comida|A3 = Periódicos|A4 = Flores y productos en un puesto no establecido
trab_comi_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Comerciante sector formal: Otra opción",
trab_comerciof," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Comerciante sector informal",A2 = Vendedor por cuenta propia (negocio propio)
trab_comf_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Comerciante sector informal: Otra opción",
trab_empresario," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Empresario",A2 = Dueño|A3 = Director o gerente
trab_empre_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Empresario: Otra opción",
trab_ecommerce," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual","A2 = Vendedor de productos por internet (mercado pago, amazon, instagram, etc.)"
trab_eco_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Comercio Virtual: Otra opción",
trab_clientes," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Atención a clientes",A2 = Atención a clientes|A3 = Recepcionista|A4 = Vendedor de tiendas departamentales|A5 = Promotor de seguros|A6 = Telefonía
trab_client_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Atención a clientes: Otra opción",
trab_administrativo," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Administrativo",A2 = Contador público|A3 = Administrador|A4 = Recursos humanos
trab_admin_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Administrativo: Otra opción",
trab_gobierno," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo",A2 = Jefe de departamento|A3 = Jefe de área|A4 = Subdirector|A5 = Subadministrador|A6 = Director|A7 = Administrador|A8 = Director general|A9 = Administrador general
trab_gob_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Gubernamental administrativo: Otra opción",
trab_emple_gob," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental",A1 = ¿DE QUÉ TIPO?
trab_emple_gob_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Empleado gubernamental: Otra opción",
trab_maquinaria," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil",A1 = ¿DE QUÉ TIPO?
trab_maq_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Operador de maquinaría móvil: Otra opción",
trab_tecnico," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Personal técnico",A1 = ¿DE QUÉ TIPO?
trab_tec_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Personal técnico: Otra opción",
trab_educativo," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Área educativa",A2 = Investigador-profesor en universidad/preparatoria|A3 = Educación básica|A4 = Técnico en educación (educador o guardería)
trab_educ_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Área educativa: Otra opción",
trab_independiente," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente",A2 = Abogado|A3 = Psicólogo|A4 = Contador|A5 = Dentista|A6 = Médico independiente|A7 = Terapeuta
trab_ind_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Profesionista independiente: Otra opción",
trab_seguridad," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Seguridad",A2 = Guardaespaldas|A3 = Patrullero|A4 = Vigilante|A5 = Empleado de seguridad en bancos|A6 = Empleado de seguridad privada|A7 = Policía de tránsito
trab_seg_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Seguridad: Otra opción",
trab_salud," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Área de la salud",A2 = Médico|A3 = Enfermera|A4 = Camillero|A5 = Paramédico
trab_sal_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Área de la salud: Otra opción",
trab_construc," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Construcción",A2 = Arquitecto|A3 = Ingeniero civil/albañil o trabajador general
trab_const_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Construcción: Otra opción",
trab_fabrica," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Fabrica",A2 = Empleado
trab_fab_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Fabrica: Otra opción",
trab_agricultura," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Agricultura",A2 = Agricultor|A3 = Granjero|A4 = Siembra
trab_agric_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Agricultura: Otra opción",
trabajo_otro," Abuelo Materno  - Tu abuelo materno, ¿a qué se dedica/dedicaba principalmente? Otro",
edad," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿a qué edad falleció?",
sobrepeso," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿padecía sobrepeso/ obesidad?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
sobrepeso_020," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿padecía sobrepeso/ obesidad entre los 0-20 años?",Y = Sí|N = No
sobrepeso_2140," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿padecía sobrepeso/ obesidad entre los 21-40 años?",Y = Sí|N = No
sobrepeso_4160," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿padecía sobrepeso/ obesidad entre los 41-60 años?",Y = Sí|N = No
sobrepeso_m60," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿padecía sobrepeso/ obesidad desde sus 60 años en adelante?",Y = Sí|N = No
sobrepeso_otro," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿padecía sobrepeso/ obesidad? Otro rango de edad",
tratamiento," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
tx_020," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 0-20 años?",Y = Sí|N = No
tx_2140," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 21-40 años?",Y = Sí|N = No
tx_4160," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad entre los 41-60 años?",Y = Sí|N = No
tx_m60," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad desde sus 60 años en adelante?",Y = Sí|N = No
tx_otro," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿consultó o recibió tratamiento de un profesional de la salud al respecto sobrepeso u obesidad? Otro rango de edad",
ejercicios," Abuelo Materno  -  Muerto/a Tu abuelo materno muerto, ¿hacía ejercicios?",A2 = Sí|A3 = No|A4 = No sé|A5 = No aplica
