code,question,options
G_fumar_cigaros_preuni, Individuo  - Fumabas habitualmente antes de entrar a la carrera. ¿Cuántos cigarros a la semana?,
G_fumar_cigaros_uni_sincovid, Individuo  - Fumabas habitualmente durante la carrera (sin pandemia). ¿Cuántos cigarros a la semana?,
G_fumar_cigaros_uni_concovid, Individuo  - Fumabas habitualmente durante la carrera (con pandemia). ¿Cuántos cigarros a la semana?,
G_fumar_edad, Individuo  - Fumas habitualmente. ¿Desde qué edad has estado fumando?,
G_tomar, Individuo  - ¿Tomas/ has tomado habitualmente?,A01 = Sí|A02 = No|A03 = No sé|A04 = No aplica
G_tomar_alternativo, Individuo  - ¿Tomas/ has tomado habitualmente? Otra opción,
G_tomar_copas_preuni, Individuo  - Tomabas habitualmente antes de entrar a la carrera. ¿Cuantos copas/tragos tomabas a la semana?,
G_tomar_copas_uni_sincovid, Individuo  - Tomabas habitualmente durante la carrera (sin pandemia. ¿Cuantos copas/tragos tomabas a la semana?,
G_tomar_copas_uni_concovid, Individuo  - Tomabas habitualmente durante la carrera (con pandemia). ¿Cuantos copas/tragos tomabas a la semana?,
G_tomar_edad, Individuo  - Tomas habitualmente. ¿Desde qué edad has estado tomando?,
G_comer_cantidad_preuni, Individuo  -  ¿Cuánto consideras que comías antes de entrar a la carrera?,A2 = Mucho Menos de lo recomendado|A3 = Menos de lo recomendado|A4 = Lo recomendado|A5 = Más de lo recomendado|A6 = Mucho más de lo recomendado
G_comer_cantidad_uni_sincovid, Individuo  -  ¿Cuánto consideras que comías durante la carrera (sin pandemia)?,A2 = Mucho Menos de lo recomendado|A3 = Menos de lo recomendado|A4 = Lo recomendado|A5 = Más de lo recomendado|A6 = Mucho más de lo recomendado
G_comer_cantidad_otro_uni_sincovid, Individuo  -  ¿Cuánto consideras que comías durante la carrera (sin pandemia)? Otro,
G_comer_cantidad_uni_concovid, Individuo  -  ¿Cuánto consideras que comías durante la carrera (con pandemia)?,A2 = Mucho Menos de lo recomendado|A3 = Menos de lo recomendado|A4 = Lo recomendado|A5 = Más de lo recomendado|A6 = Mucho más de lo recomendado
G_comer_preuni, Individuo  -  ¿Comias saludable antes de entrar a la carrera?,Y = Sí|N = No
G_comer_uni_sincovid, Individuo  -  ¿Comias saludable durante la carrera (sin pandemia)?,Y = Sí|N = No
G_comer_uni_concovid, Individuo  -  ¿Comes saludable durante la carrera (con pandemia)?,Y = Sí|N = No
